id,text
sms-01631,Sounds like you have many talents! would you like to go on a dinner date next week?
sms-01632,I am going to film 2day da. At 6pm. Sorry da.
sms-01633,We not watching movie already. Xy wants 2 shop so i'm shopping w her now.
sms-01634,Hello my little party animal! I just thought I'd buzz you as you were with your friends ...*grins*... Reminding you were loved and send a naughty adoring kiss
sms-01635,Yesterday its with me only . Now am going home.
sms-01636,"Eerie Nokia tones 4u, rply TONE TITLE to 8007 eg TONE DRACULA to 8007 Titles: GHOST, ADDAMSFA, MUNSTERS, EXORCIST, TWILIGHT www.getzed.co.uk POBox36504W45WQ 150p"
sms-01637,"You have come into my life and brought the sun ..Shiny down on me, warming my heart. Putting a constant smile on my face ... Making me feel loved and cared for"
sms-01638,"No shit, but I wasn't that surprised, so I went and spent the evening with that french guy I met in town here and we fooled around a bit but I didn't let him fuck me"
sms-01639,"0A$NETWORKS allow companies to bill for SMS, so they are responsible for their ""suppliers"", just as a shop has to give a guarantee on what they sell. B. G."
sms-01640,Great comedy..cant stop laughing da:)
sms-01641,FreeMsg:Feelin kinda lnly hope u like 2 keep me company! Jst got a cam moby wanna c my pic?Txt or reply DATE to 82242 Msg150p 2rcv Hlp 08712317606 stop to 82242
sms-01642,"Alright, we're all set here, text the man"
sms-01643,"Hi , where are you? We're at  and they're not keen to go out i kind of am but feel i shouldn't so can we go out tomo, don't mind do you?"
sms-01644,Sleeping nt feeling well
sms-01645,U WILL SWITCH YOUR FONE ON DAMMIT!!
sms-01646,India have to take lead:)
sms-01647,I.ll post her out l8r. In class
sms-01648,Thts wat Wright Brother did to fly..
sms-01649,"Evening * v good if somewhat event laden. Will fill you in, don't you worry … Head * ok but throat * wrecked. See you at six then!"
sms-01650,If u laugh really loud.. If u talk spontaneously.. If u dont care what others feel.. U are probably with your dear &amp; best friends.. GOODEVENING Dear..:)
sms-01651,ITS A LAPTOP TAKE IT WITH YOU.
sms-01652,I dont have any of your file in my bag..i was in work when you called me.i 'll tell you if i find anything in my room.
sms-01653,I wan but too early lei... Me outside now wun b home so early... Neva mind then...
sms-01654,"For ur chance to win a £250 cash every wk TXT: ACTION to 80608. T's&C's www.movietrivia.tv custcare 08712405022, 1x150p/wk"
sms-01655,I was at bugis juz now wat... But now i'm walking home oredi... Ü so late then reply... I oso saw a top dat i like but din buy... Where r ü now? 
sms-01656,"Wishing you and your family Merry ""X"" mas and HAPPY NEW Year in advance.."
sms-01657,At 7 we will go ok na.
sms-01658,Yes I posted a couple of pics on fb. There's still snow outside too. I'm just waking up :)
sms-01659,S:-)if we have one good partnership going we will take lead:)
sms-01660,RGENT! This is the 2nd attempt to contact U!U have WON £1250 CALL 09071512433 b4 050703 T&CsBCM4235WC1N3XX. callcost 150ppm mobilesvary. max£7. 50
sms-01661,"Yeah, where's your class at?"
sms-01662,No just send to you. Bec you in temple na.
sms-01663,"You aren't coming home between class, right? I need to work out and shower!"
sms-01664,Hi if ur lookin 4 saucy daytime fun wiv busty married woman Am free all next week Chat now 2 sort time 09099726429 JANINExx Calls£1/minMobsmoreLKPOBOX177HP51FL
sms-01665,S but mostly not like that.
sms-01666,Ü v ma fan...
sms-01667,Dunno cos i was v late n when i reach they inside already... But we ate spageddies lor... It's e gals who r laughing at me lor...
sms-01668,Guess who spent all last night phasing in and out of the fourth dimension
sms-01669,So now my dad is gonna call after he gets out of work and ask all these crazy questions.
sms-01670,"Yes..but they said its IT.,"
sms-01671,"Very hurting n meaningful lines ever: ""I compromised everything for my love, But at d end my love compromised me for everything:-("".. Gud mornin:-)"
sms-01672,Lmao!nice 1
sms-01673,Glad to see your reply.
sms-01674,URGENT! We are trying to contact U. Todays draw shows that you have won a £800 prize GUARANTEED. Call 09050001295 from land line. Claim A21. Valid 12hrs only
sms-01675,Monthly password for wap. mobsi.com is 391784. Use your wap phone not PC.
sms-01676,Nah dub but je still buff
sms-01677,"Painful words- ""I thought being Happy was the most toughest thing on Earth... But, the toughest is acting Happy with all unspoken pain inside.."""
sms-01678,"Yeah, that's fine! It's £6 to get in, is that ok? "
sms-01679,Lol where do u come up with these ideas?
sms-01680,"So many people seems to be special at first sight, But only very few will remain special to you till your last sight.. Maintain them till life ends.. Sh!jas"
sms-01681,"Today is ""song dedicated day.."" Which song will u dedicate for me? Send this to all ur valuable frnds but first rply me..."
sms-01682,Okay... We wait ah
sms-01683,Y lei?
sms-01684,HI BABE U R MOST LIKELY TO BE IN BED BUT IM SO SORRY ABOUT TONIGHT! I REALLY WANNA SEE U TOMORROW SO CALL ME AT 9. LOVE ME XXX
sms-01685,Already am squatting is the new way of walking
sms-01686,Do you want bold 2 or bb torch
sms-01687,Cramps stopped. Going back to sleep
sms-01688,todays vodafone numbers ending with 0089(my last four digits) are selected to received a £350 award. If your number matches please call 09063442151 to claim your £350 award
sms-01689,Free Top ringtone -sub to weekly ringtone-get 1st week free-send SUBPOLY to 81618-?3 per week-stop sms-08718727870
sms-01690,Nan sonathaya soladha. Why boss?
sms-01691,Bring tat cd don forget
sms-01692,Sunshine Quiz Wkly Q! Win a top Sony DVD player if u know which country the Algarve is in? Txt ansr to 82277. £1.50 SP:Tyrone
sms-01693,I don't know but I'm raping dudes at poker
sms-01694,Weightloss! No more girl friends. Make loads of money on ebay or something. And give thanks to God.
sms-01695,Was gr8 to see that message. So when r u leaving? Congrats dear. What school and wat r ur plans.
sms-01696,Ü eatin later but i'm eatin wif my frens now lei... Ü going home first? 
sms-01697,Finish already... Yar they keep saying i mushy... I so embarrassed ok...
sms-01698,"Sorry man, my stash ran dry last night and I can't pick up more until sunday"
sms-01699,Hai priya are you right. What doctor said pa. Where are you.
sms-01700,"Free msg. Sorry, a service you ordered from 81303 could not be delivered as you do not have sufficient credit. Please top up to receive the service."
sms-01701,Ok...
sms-01702,Please ask mummy to call father
sms-01703,Can come my room but cannot come my house cos my house still messy... Haha...
sms-01704,I have lost 10 kilos as of today!
sms-01705,Just taste fish curry :-P
sms-01706,What can i do? Might accidant tookplace between somewhere ghodbandar rd. Traffic moves slovely. So plz slip &amp; don't worry.
sms-01707,Yun ah.now ü wkg where?btw if ü go nus sc. Ü wana specialise in wad?
sms-01708,Yes! I am a one woman man! Please tell me your likes and dislikes in bed...
sms-01709,Was doing my test earlier. I appreciate you. Will call you tomorrow.
sms-01710,"How's my loverboy doing ? What does he do that keeps him from coming to his Queen, hmmm ? Doesn't he ache to speak to me ? Miss me desparately ?"
sms-01711,U meet other fren dun wan meet me ah... Muz b a guy rite...
sms-01712,"(No promises on when though, haven't even gotten dinner yet)"
sms-01713,I got your back! Do you have any dislikes in bed?
sms-01714,o turns out i had stereo love on mi phone under the unknown album.
sms-01715,Hard LIVE 121 chat just 60p/min. Choose your girl and connect LIVE. Call 09094646899 now! Cheap Chat UK's biggest live service. VU BCM1896WC1N3XX
sms-01716,Yeah I don't see why not
sms-01717,Asking do u knw them or nt? May be ur frnds or classmates?
sms-01718,"Sorry about earlier. Putting out fires.Are you around to talk after 9? Or do you actually have a life, lol!"
sms-01719,WOW! The Boys R Back. TAKE THAT 2007 UK Tour. Win VIP Tickets & pre-book with VIP Club. Txt CLUB to 81303. Trackmarque Ltd info@vipclub4u.
sms-01720,"As in missionary hook up, doggy hook up, standing...|"
sms-01721,Then u better go sleep.. Dun disturb u liao.. U wake up then msg me lor..
sms-01722,"Fighting with the world is easy, u either win or lose bt fightng with some1 who is close to u is dificult if u lose - u lose if u win - u still lose."
sms-01723,Am watching house – very entertaining – am getting the whole hugh laurie thing – even with the stick – indeed especially with the stick.
sms-01724,Thought praps you meant another one. Goodo! I'll look tomorrow 
sms-01725,"Hi Jon, Pete here, Ive bin 2 Spain recently & hav sum dinero left, Bill said u or ur rents mayb interested in it, I hav 12,000pes, so around £48, tb, James."
sms-01726,There bold 2  &lt;#&gt; . Is that yours
sms-01727,You know there is. I shall speak to you in  &lt;#&gt;  minutes then
sms-01728,"""ALRITE HUNNY!WOT U UP 2 2NITE? DIDNT END UP GOIN DOWN TOWN JUS DA PUB INSTEAD! JUS CHILLIN AT DA MO IN ME BEDROOM!LOVE JEN XXX."""
sms-01729,I went to project centre
sms-01730,As per your request 'Maangalyam (Alaipayuthe)' has been set as your callertune for all Callers. Press *9 to copy your friends Callertune
sms-01731,Lol yeah at this point I guess not
sms-01732,Doing project w frens lor. 
sms-01733,Lol. Well quality aint bad at all so i aint complaining
sms-01734,"K, can that happen tonight?"
sms-01735,"Hi, this is Mandy Sullivan calling from HOTMIX FM...you are chosen to receive £5000.00 in our Easter Prize draw.....Please telephone 09041940223 to claim before 29/03/05 or your prize will be transferred to someone else...."
sms-01736,"I think we're going to finn's now, come"
sms-01737,Why tired what special there you had
sms-01738,I will come tomorrow di
sms-01739,I cant pick the phone right now. Pls send a message
sms-01740,K go and sleep well. Take rest:-).
sms-01741,U guys never invite me anywhere :(
sms-01742,UR GOING 2 BAHAMAS! CallFREEFONE 08081560665 and speak to a live operator to claim either Bahamas cruise of£2000 CASH 18+only. To opt out txt X to 07786200117
sms-01743,I can do that! I want to please you both inside and outside the bedroom...
sms-01744,"""EY! CALM DOWNON THEACUSATIONS.. ITXT U COS IWANA KNOW WOTU R DOIN AT THEW/END... HAVENTCN U IN AGES..RING ME IF UR UP4 NETHING SAT.LOVE J XXX."""
sms-01745,I love to wine and dine my lady!
sms-01746,Someone has conacted our dating service and entered your phone because they fancy you!To find out who it is call from landline 09111030116. PoBox12n146tf15
sms-01747,"Im cool ta luv but v.tired 2 cause i have been doin loads of planning all wk, we have got our social services inspection at the nursery! Take care & spk sn x."
sms-01748,I don know account details..i will ask my mom and send you.my mom is out of reach now.
sms-01749,I think u have the wrong number.
sms-01750,Feel Yourself That You Are Always Happy.. Slowly It Becomes Your Habit &amp; Finally It Becomes Part Of Your Life.. Follow It.. Happy Morning &amp; Have A Happy Day:)
sms-01751,DO NOT B LATE LOVE MUM
sms-01752,Got it..mail panren paru..
sms-01753,* Was thinking about chuckin ur red green n black trainners 2 save carryin them bac on train
sms-01754,Give one miss from that number please
sms-01755,Jus came back fr lunch wif my sis only. U leh?
sms-01756,How is your schedule next week? I am out of town this weekend.
sms-01757,Really good:)dhanush rocks once again:)
sms-01758,Lmao ok I wont be needing u to do my hair anymore.
sms-01759,"Miss ya, need ya, want ya, love ya."
sms-01760,Sorry i'm not free...
sms-01761,Do u ever get a song stuck in your head for no reason and it won't go away til u listen to it like 5 times?
sms-01762,Nt yet chikku..simple habba..hw abt u?
sms-01763,"Got ur mail Dileep.thank you so muchand look forward to lots of support...very less contacts here,remember one venugopal you mentioned.tomorrow if not late,i shall try to come up till there.goodnight dear."
sms-01764,Sometimes Heart Remembrs someone Very much... Forgets someone soon... Bcoz Heart will not like everyone. But liked ones will be Remembered Everytime... BSLVYL
sms-01765,Joy's father is John. Then John is the NAME of Joy's father. Mandan
sms-01766,Hi 07734396839 IBH Customer Loyalty Offer: The NEW NOKIA6600 Mobile from ONLY £10 at TXTAUCTION!Txt word:START to No:81151 & get Yours Now!4T&
sms-01767,Hi this is yijue... It's regarding the 3230 textbook it's intro to algorithms second edition... I'm selling it for $50...
sms-01768,SMS AUCTION You have won a Nokia 7250i. This is what you get when you win our FREE auction. To take part send Nokia to 86021 now. HG/Suite342/2Lands Row/W1JHL 16+
